"source","target","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","method","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","simple_interaction","complex_interaction","parent_intercell_source","parent_intercell_target","ligrecextra","pathwayextra","omnipath","kinaseextra","scope_intercell_source","aspect_intercell_source","category_source_intercell_source","genesymbol_intercell_source","entity_type_intercell_source","consensus_score_intercell_source","transmitter_intercell_source","receiver_intercell_source","secreted_intercell_source","plasma_membrane_transmembrane_intercell_source","plasma_membrane_peripheral_intercell_source","scope_intercell_target","aspect_intercell_target","category_source_intercell_target","genesymbol_intercell_target","entity_type_intercell_target","consensus_score_intercell_target","transmitter_intercell_target","receiver_intercell_target","secreted_intercell_target","plasma_membrane_transmembrane_intercell_target","plasma_membrane_peripheral_intercell_target","ligand_subunits_ord","receptor_subunits_ord","source_protein","lc_stoichiometry","lc_sources","lc_references","target_protein","rc_stoichiometry","rc_sources","rc_references","n_target_units","n_ligand_units","entrezgene_id_lc","ensembl_lc","protein_name_lc","entrezgene_id_rc","ensembl_rc","protein_name_rc","source_genesymbol","target_genesymbol"
"P28799","P20333","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellPhoneDB;CellTalkDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct;Lit-BM-17;MINT_CellPhoneDB;connectomeDB2020","CellTalkDB:29740434;IntAct:24070898;Lit-BM-17:24070898;connectomeDB2020:21393509","LIANA consensus","","","","","","","","","","GRN_TNFRSF1B","GRN_TNFRSF1B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRN","TNFRSF1B","P28799",NA,NA,NA,"P20333",NA,NA,NA,1,1,2896,"ENSG00000030582","GRN_HUMAN",7133,"ENSG00000028137","TNR1B_HUMAN","GRN","TNFRSF1B"
"P28799","Q9H2X3","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB","CellTalkDB:32103204","LIANA consensus","","","","","","","","","","GRN_CLEC4M","GRN_CLEC4M",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GRN","CLEC4M","P28799",NA,NA,NA,"Q9H2X3","2","PDB",NA,1,1,2896,"ENSG00000030582","GRN_HUMAN",10332,"ENSG00000104938","CLC4M_HUMAN","GRN","CLEC4M"
"P29279","O75581","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:15105373;CellTalkDB:15105373;Cellinker:15105373;LRdb:15105373;SIGNOR:18528331;connectomeDB2020:15105373","LIANA consensus","","","","","","","","","","CCN2_LRP6","CCN2_LRP6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","LRP6","P29279",NA,NA,NA,"O75581","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",4040,"ENSG00000070018","LRP6_HUMAN","CCN2","LRP6"
"P29279","P00533","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellTalkDB","CellTalkDB:23929714","LIANA consensus","","","","","","","","","","CCN2_EGFR","CCN2_EGFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","EGFR","P29279",NA,NA,NA,"P00533","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",1956,"ENSG00000146648","EGFR_HUMAN","CCN2","EGFR"
"P29279","P04629","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:15601748;Cellinker:15601748;LRdb:15601748;Ramilowski2015:15601748;connectomeDB2020:15601748;talklr:15601748","LIANA consensus","","","","","","","","","","CCN2_NTRK1","CCN2_NTRK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","NTRK1","P29279",NA,NA,NA,"P04629","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",4914,"ENSG00000198400","NTRK1_HUMAN","CCN2","NTRK1"
"P29279","P05107","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:12736251;Cellinker:12736251;LRdb:12736251;connectomeDB2020:12736251","LIANA consensus","","","","","","","","","","CCN2_ITGB2","CCN2_ITGB2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","ITGB2","P29279",NA,NA,NA,"P05107","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",3689,"ENSG00000160255","ITB2_HUMAN","CCN2","ITGB2"
"P29279","P08648","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","LRdb:18167060;Ramilowski2015:18167060;connectomeDB2020:18167060;talklr:18167060","LIANA consensus","","","","","","","","","","CCN2_ITGA5","CCN2_ITGA5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","ITGA5","P29279",NA,NA,NA,"P08648",NA,NA,NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",3678,"ENSG00000161638","ITA5_HUMAN","CCN2","ITGA5"
"P29279","P11215","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:12736251;Cellinker:12736251;LRdb:12736251;connectomeDB2020:12736251","LIANA consensus","","","","","","","","","","CCN2_ITGAM","CCN2_ITGAM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","ITGAM","P29279",NA,NA,NA,"P11215","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",3684,"ENSG00000169896","ITAM_HUMAN","CCN2","ITGAM"
"P29279","P11717","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;connectomeDB2020","Baccin2019:22511630;connectomeDB2020:22511630","LIANA consensus","","","","","","","","","","CCN2_IGF2R","CCN2_IGF2R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","IGF2R","P29279",NA,NA,NA,"P11717","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",3482,"ENSG00000197081","MPRI_HUMAN","CCN2","IGF2R"
"P29279","P21802","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;connectomeDB2020","Baccin2019:23142580;connectomeDB2020:23142580","LIANA consensus","","","","","","","","","","CCN2_FGFR2","CCN2_FGFR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","FGFR2","P29279",NA,NA,NA,"P21802","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",2263,"ENSG00000066468","FGFR2_HUMAN","CCN2","FGFR2"
"P29279","Q07954","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:14585398;CellTalkDB:14585398;Cellinker:14585398;HPRD:14585398;LRdb:14585398;connectomeDB2020:14585398","LIANA consensus","","","","","","","","","","CCN2_LRP1","CCN2_LRP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","LRP1","P29279",NA,NA,NA,"Q07954","2","ComplexPortal","18566402;12598530;19718435;12888553;14645246;25514242;23936774;14755292;26005850;11854021",1,1,1490,"ENSG00000118523","CCN2_HUMAN",4035,"ENSG00000123384","LRP1_HUMAN","CCN2","LRP1"
"P29279","Q15303","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:12297288;Cellinker:12297288;HPRD:12297288;LRdb:12297288","LIANA consensus","","","","","","","","","","CCN2_ERBB4","CCN2_ERBB4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CCN2","ERBB4","P29279",NA,NA,NA,"Q15303","2","PDB",NA,1,1,1490,"ENSG00000118523","CCN2_HUMAN",2066,"ENSG00000178568","ERBB4_HUMAN","CCN2","ERBB4"
"P29459","P10747","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","receptor","connectomeDB2020;ICELLNET;CellChatDB;CellTalkDB","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;iTALK;talklr","CellTalkDB:7516408;Cellinker:7516408;HPRD:7516408;LRdb:7516408","LIANA consensus","","","","","","","","","","IL12A_CD28","IL12A_CD28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL12A","CD28","P29459","0","CORUM","7527811","P10747","2","PDB",NA,1,1,3592,"ENSG00000168811","IL12A_HUMAN",940,"ENSG00000178562","CD28_HUMAN","IL12A","CD28"
"P30990","O95665","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","Baccin2019;CellChatDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:11723247;Baccin2019:11801734;Baccin2019:16087676;Baccin2019:9851594;CellTalkDB:11723247;Cellinker:11723247;Cellinker:11801734;Cellinker:16087676;Cellinker:9851594;Guide2Pharma:11723247;HPMR:9851594;HPRD:11801734;HPRD:16087676;LRdb:11723247;LRdb:11801734;LRdb:16087676;LRdb:9851594;SIGNOR:9851594;connectomeDB2020:11723247;connectomeDB2020:11801734;connectomeDB2020:16087676;connectomeDB2020:9851594;scConnect:11723247","LIANA consensus","","","","","","","","","","NTS_NTSR2","NTS_NTSR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NTS","NTSR2","P30990","0","Guide2Pharma","10930533;11723247","O95665",NA,NA,NA,1,1,4922,"ENSG00000133636","NEUT_HUMAN",23620,"ENSG00000169006","NTR2_HUMAN","NTS","NTSR2"
"P30990","P08138","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","LIANA consensus","","","","","","","","","","NTS_NGFR","NTS_NGFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NTS","NGFR","P30990","0","Guide2Pharma","10930533;11723247","P08138","2","PDB",NA,1,1,4922,"ENSG00000133636","NEUT_HUMAN",4804,"ENSG00000064300","TNR16_HUMAN","NTS","NGFR"
"P30990","P30989","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:10930533;Baccin2019:11559354;Baccin2019:11723247;Baccin2019:11811984;Baccin2019:1331689;Baccin2019:16087676;Baccin2019:1694443;CellTalkDB:11811984;Cellinker:10930533;Cellinker:11559354;Cellinker:11723247;Cellinker:11811984;Cellinker:1331689;Cellinker:16087676;Cellinker:1694443;DIP:17620610;Guide2Pharma:10930533;Guide2Pharma:11723247;Guide2Pharma:11811984;HPMR:1694443;HPRD:11559354;HPRD:16087676;LRdb:10930533;LRdb:11559354;LRdb:11723247;LRdb:11811984;LRdb:1331689;LRdb:16087676;LRdb:1694443;Lit-BM-17:11559354;Lit-BM-17:23597562;SIGNOR:1331689;connectomeDB2020:10930533;connectomeDB2020:11559354;connectomeDB2020:11723247;connectomeDB2020:11811984;connectomeDB2020:1331689;connectomeDB2020:16087676;connectomeDB2020:1694443;scConnect:10930533;scConnect:11723247;scConnect:11811984","LIANA consensus","","","","","","","","","","NTS_NTSR1","NTS_NTSR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NTS","NTSR1","P30990","0","Guide2Pharma","10930533;11723247","P30989",NA,NA,NA,1,1,4922,"ENSG00000133636","NEUT_HUMAN",4923,"ENSG00000101188","NTR1_HUMAN","NTS","NTSR1"
"P31371","P11362","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:10574949;CellTalkDB:16597617;Cellinker:25772309;HPRD:10574949;LRdb:16597617;connectomeDB2020:10574949","LIANA consensus","","","","","","","","","","FGF9_FGFR1","FGF9_FGFR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FGF9","FGFR1","P31371","4","PDB",NA,"P11362","2","PDB",NA,1,1,2254,"ENSG00000102678","FGF9_HUMAN",2260,"ENSG00000077782","FGFR1_HUMAN","FGF9","FGFR1"
"P31371","P21802","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:86630448576175;CellTalkDB:16597617;Cellinker:16597617;Cellinker:25772309;Cellinker:8576175;Cellinker:8663044;HPRD:8576175;LRdb:16597617;connectomeDB2020:8576175;connectomeDB2020:8663044","LIANA consensus","","","","","","","","","","FGF9_FGFR2","FGF9_FGFR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FGF9","FGFR2","P31371","4","PDB",NA,"P21802","2","PDB",NA,1,1,2254,"ENSG00000102678","FGF9_HUMAN",2263,"ENSG00000066468","FGFR2_HUMAN","FGF9","FGFR2"
"P31371","P22455","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:8663044;CellTalkDB:16597617;Cellinker:25772309;Cellinker:8663044;HPRD:8663044;LRdb:16597617;connectomeDB2020:8663044","LIANA consensus","","","","","","","","","","FGF9_FGFR4","FGF9_FGFR4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FGF9","FGFR4","P31371","4","PDB",NA,"P22455","2","PDB",NA,1,1,2254,"ENSG00000102678","FGF9_HUMAN",2264,"ENSG00000160867","FGFR4_HUMAN","FGF9","FGFR4"
"P31371","P22607","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;InnateDB-All_CellPhoneDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:10574949;Baccin2019:15231666;Baccin2019:8576175;CellTalkDB:16597617;Cellinker:10574949;Cellinker:15231666;Cellinker:16597617;Cellinker:25772309;Cellinker:8576175;HPRD:10574949;HPRD:8576175;LRdb:16597617;SignaLink3:10574949;SignaLink3:23331499;SignaLink3:8576175;SignaLink3:8663044;connectomeDB2020:10574949;connectomeDB2020:15231666;connectomeDB2020:8576175","LIANA consensus","","","","","","","","","","FGF9_FGFR3","FGF9_FGFR3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FGF9","FGFR3","P31371","4","PDB",NA,"P22607","2","PDB",NA,1,1,2254,"ENSG00000102678","FGF9_HUMAN",2261,"ENSG00000068078","FGFR3_HUMAN","FGF9","FGFR3"
"P32881","Q8TDT2","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","CellPhoneDB","CellPhoneDB;HuRI;IMEx_CellPhoneDB;IntAct_CellPhoneDB","","LIANA consensus","","","","","","","","","","IFNA8_GPR152","IFNA8_GPR152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IFNA8","GPR152","P32881",NA,NA,NA,"Q8TDT2",NA,NA,NA,1,1,3445,"ENSG00000120242","IFNA8_HUMAN",390212,"ENSG00000175514","GP152_HUMAN","IFNA8","GPR152"
"P34130","P04629","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:11114882;CellTalkDB:11114882;Cellinker:11114882;LRdb:11114882;SIGNOR:11114882;connectomeDB2020:11114882","LIANA consensus","","","","","","","","","","NTF4_NTRK1","NTF4_NTRK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NTF4","NTRK1","P34130","2","CORUM;PDB","10631974","P04629","2","PDB",NA,1,1,4909,"ENSG00000225950","NTF4_HUMAN",4914,"ENSG00000198400","NTRK1_HUMAN","NTF4","NTRK1"
"P34130","P08138","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","AlzPathway;Baccin2019;CellCall;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPRD;HPRD_LRdb;HPRD_talklr;Kirouac2010;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;scConnect;talklr","AlzPathway:9775403;Baccin2019:7541633;CellTalkDB:7541633;Cellinker:7541633;HPRD:7541633;LRdb:7541633;connectomeDB2020:7541633","LIANA consensus","","","","","","","","","","NTF4_NGFR","NTF4_NGFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NTF4","NGFR","P34130","2","CORUM;PDB","10631974","P08138","2","PDB",NA,1,1,4909,"ENSG00000225950","NTF4_HUMAN",4804,"ENSG00000064300","TNR16_HUMAN","NTF4","NGFR"
"P34130","Q16620","ligand","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","AlzPathway;Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DLRP_Cellinker;DLRP_talklr;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;I2D_CellPhoneDB;IMEx_CellPhoneDB;InnateDB-All_CellPhoneDB;IntAct_CellPhoneDB;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr","AlzPathway:9775403;Baccin2019:767991211855816;CellChatDB:27908981;CellTalkDB:7679912;Cellinker:11855816;Cellinker:27908981;Cellinker:7679912;HPRD:11855816;LRdb:119;LRdb:7679912;Lit-BM-17:11738045;Lit-BM-17:11855816;Lit-BM-17:25241761;SIGNOR:7679912;connectomeDB2020:11855816;connectomeDB2020:7679912","LIANA consensus","","","","","","","","","","NTF4_NTRK2","NTF4_NTRK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NTF4","NTRK2","P34130","2","CORUM;PDB","10631974","Q16620",NA,NA,NA,1,1,4909,"ENSG00000225950","NTF4_HUMAN",4915,"ENSG00000148053","NTRK2_HUMAN","NTF4","NTRK2"
"P34820","Q03405","ligand","CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellPhoneDB;CellTalkDB;InnateDB-All_CellPhoneDB","CellTalkDB:32103204","LIANA consensus","","","","","","","","","","BMP8B_PLAUR","BMP8B_PLAUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BMP8B","PLAUR","P34820",NA,NA,NA,"Q03405","8","PDB",NA,1,1,656,"ENSG00000116985","BMP8B_HUMAN",5329,"ENSG00000011422","UPAR_HUMAN","BMP8B","PLAUR"
"P35030","O00254","ligand","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Wang","","LIANA consensus","","","","","","","","","","PRSS3_F2RL2","PRSS3_F2RL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRSS3","F2RL2","P35030","4","PDB",NA,"O00254",NA,NA,NA,1,1,5646,"ENSG00000010438","TRY3_HUMAN",2151,"ENSG00000164220","PAR3_HUMAN","PRSS3","F2RL2"
"P35030","P25116","ligand","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB;Wang","","LIANA consensus","","","","","","","","","","PRSS3_F2R","PRSS3_F2R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"PRSS3","F2R","P35030","4","PDB",NA,"P25116",NA,NA,NA,1,1,5646,"ENSG00000010438","TRY3_HUMAN",2149,"ENSG00000181104","PAR1_HUMAN","PRSS3","F2R"
