"source","target","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","method","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","simple_interaction","complex_interaction","parent_intercell_source","parent_intercell_target","ligrecextra","pathwayextra","omnipath","kinaseextra","scope_intercell_source","aspect_intercell_source","category_source_intercell_source","genesymbol_intercell_source","entity_type_intercell_source","consensus_score_intercell_source","transmitter_intercell_source","receiver_intercell_source","secreted_intercell_source","plasma_membrane_transmembrane_intercell_source","plasma_membrane_peripheral_intercell_source","scope_intercell_target","aspect_intercell_target","category_source_intercell_target","genesymbol_intercell_target","entity_type_intercell_target","consensus_score_intercell_target","transmitter_intercell_target","receiver_intercell_target","secreted_intercell_target","plasma_membrane_transmembrane_intercell_target","plasma_membrane_peripheral_intercell_target","ligand_subunits_ord","receptor_subunits_ord","source_protein","lc_stoichiometry","lc_sources","lc_references","target_protein","rc_stoichiometry","rc_sources","rc_references","n_target_units","n_ligand_units","entrezgene_id_lc","ensembl_lc","protein_name_lc","entrezgene_id_rc","ensembl_rc","protein_name_rc","source_genesymbol","target_genesymbol"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM1","GLS2_SLC1A6_GRM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM1","P48664_Q9UI32","1:1","CellPhoneDB",NA,"Q13255","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2911,"ENSG00000152822","GRM1_HUMAN","GLS2_SLC1A6","GRM1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM2","GLS2_SLC1A6_GRM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM2","P48664_Q9UI32","1:1","CellPhoneDB",NA,"Q14416","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2912,"ENSG00000164082","GRM2_HUMAN","GLS2_SLC1A6","GRM2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM3","GLS2_SLC1A6_GRM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM3","P48664_Q9UI32","1:1","CellPhoneDB",NA,"Q14832","3","PDB",NA,1,2,NA,NA,NA,2913,"ENSG00000198822","GRM3_HUMAN","GLS2_SLC1A6","GRM3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM4","GLS2_SLC1A6_GRM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM4","P48664_Q9UI32","1:1","CellPhoneDB",NA,"Q14833","0","CORUM","20826542",1,2,NA,NA,NA,2914,"ENSG00000124493","GRM4_HUMAN","GLS2_SLC1A6","GRM4"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM5","GLS2_SLC1A6_GRM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM5","P48664_Q9UI32","1:1","CellPhoneDB",NA,"P41594","2","PDB",NA,1,2,NA,NA,NA,2915,"ENSG00000168959","GRM5_HUMAN","GLS2_SLC1A6","GRM5"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM6","GLS2_SLC1A6_GRM6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM6","P48664_Q9UI32","1:1","CellPhoneDB",NA,"O15303",NA,NA,NA,1,2,NA,NA,NA,2916,"ENSG00000113262","GRM6_HUMAN","GLS2_SLC1A6","GRM6"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM7","GLS2_SLC1A6_GRM7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM7","P48664_Q9UI32","1:1","CellPhoneDB",NA,"Q14831","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2917,"ENSG00000196277","GRM7_HUMAN","GLS2_SLC1A6","GRM7"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM8","GLS2_SLC1A6_GRM8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A6","GRM8","P48664_Q9UI32","1:1","CellPhoneDB",NA,"O00222","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2918,"ENSG00000179603","GRM8_HUMAN","GLS2_SLC1A6","GRM8"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIA1","GLS2_SLC1A7_GRIA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIA1","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P42261",NA,NA,NA,1,2,NA,NA,NA,2890,"ENSG00000155511","GRIA1_HUMAN","GLS2_SLC1A7","GRIA1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIA2","GLS2_SLC1A7_GRIA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIA2","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P42262","3","PDB",NA,1,2,NA,NA,NA,2891,"ENSG00000120251","GRIA2_HUMAN","GLS2_SLC1A7","GRIA2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIA3","GLS2_SLC1A7_GRIA3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIA3","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P42263",NA,NA,NA,1,2,NA,NA,NA,2892,"ENSG00000125675","GRIA3_HUMAN","GLS2_SLC1A7","GRIA3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIA4","GLS2_SLC1A7_GRIA4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIA4","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P48058",NA,NA,NA,1,2,NA,NA,NA,2893,"ENSG00000152578","GRIA4_HUMAN","GLS2_SLC1A7","GRIA4"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK1","GLS2_SLC1A7_GRIK1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK1","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P39086","2","PDB",NA,1,2,NA,NA,NA,2897,"ENSG00000171189","GRIK1_HUMAN","GLS2_SLC1A7","GRIK1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK1","GLS2_SLC1A7_GRIK1_GRIK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK1__GRIK4","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P39086_Q16099","1:1","CellPhoneDB",NA,2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIK1_GRIK4"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK1","GLS2_SLC1A7_GRIK1_GRIK5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK1__GRIK5","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P39086_Q16478","1:1","CellPhoneDB",NA,2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIK1_GRIK5"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK2","GLS2_SLC1A7_GRIK2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK2","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q13002","2","PDB",NA,1,2,NA,NA,NA,2898,"ENSG00000164418","GRIK2_HUMAN","GLS2_SLC1A7","GRIK2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK2","GLS2_SLC1A7_GRIK2_GRIK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK2__GRIK4","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q13002_Q16099","1:1","CellPhoneDB",NA,2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIK2_GRIK4"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK2","GLS2_SLC1A7_GRIK2_GRIK5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK2__GRIK5","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q13002_Q16478","1:1","CellPhoneDB",NA,2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIK2_GRIK5"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK3","GLS2_SLC1A7_GRIK3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK3","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q13003",NA,NA,NA,1,2,NA,NA,NA,2899,"ENSG00000163873","GRIK3_HUMAN","GLS2_SLC1A7","GRIK3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK3","GLS2_SLC1A7_GRIK3_GRIK4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK3__GRIK4","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q13003_Q16099","1:1","CellPhoneDB",NA,2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIK3_GRIK4"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIK3","GLS2_SLC1A7_GRIK3_GRIK5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIK3__GRIK5","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q13003_Q16478","1:1","CellPhoneDB",NA,2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIK3_GRIK5"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIN1","GLS2_SLC1A7_GRIN1_GRIN2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIN1__GRIN2A","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q05586_Q12879","2:2","CellPhoneDB;ComplexPortal;KEGG-MEDICUS;PDB;SIGNOR","26282925;22246434;25556790;14755292;19793963;18184566;24386575",2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIN1_GRIN2A"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIN1","GLS2_SLC1A7_GRIN1_GRIN2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIN1__GRIN2B","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q05586_Q13224","2:2","CellPhoneDB;ComplexPortal;KEGG-MEDICUS;PDB;SIGNOR","25556790;24386575;19793963;24876489;22246434;14755292;26282925;18184566",2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIN1_GRIN2B"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIN1","GLS2_SLC1A7_GRIN1_GRIN2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIN1__GRIN2C","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q05586_Q14957","2:2","CellPhoneDB;ComplexPortal;KEGG-MEDICUS;PDB;SIGNOR","24462099;25556790;24386575;19793963;22246434;14755292;26282925;18184566",2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIN1_GRIN2C"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRIN1","GLS2_SLC1A7_GRIN1_GRIN2D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRIN1__GRIN2D","O00341_Q9UI32","1:1","CellPhoneDB",NA,"O15399_Q05586","2:2","CellPhoneDB;ComplexPortal;KEGG-MEDICUS;PDB;SIGNOR","24462099;25556790;24386575;19793963;22246434;14755292;26282925;18184566",2,2,NA,NA,NA,NA,NA,NA,"GLS2_SLC1A7","GRIN1_GRIN2D"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM1","GLS2_SLC1A7_GRM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM1","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q13255","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2911,"ENSG00000152822","GRM1_HUMAN","GLS2_SLC1A7","GRM1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM2","GLS2_SLC1A7_GRM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM2","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q14416","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2912,"ENSG00000164082","GRM2_HUMAN","GLS2_SLC1A7","GRM2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM3","GLS2_SLC1A7_GRM3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM3","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q14832","3","PDB",NA,1,2,NA,NA,NA,2913,"ENSG00000198822","GRM3_HUMAN","GLS2_SLC1A7","GRM3"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM4","GLS2_SLC1A7_GRM4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM4","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q14833","0","CORUM","20826542",1,2,NA,NA,NA,2914,"ENSG00000124493","GRM4_HUMAN","GLS2_SLC1A7","GRM4"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM5","GLS2_SLC1A7_GRM5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM5","O00341_Q9UI32","1:1","CellPhoneDB",NA,"P41594","2","PDB",NA,1,2,NA,NA,NA,2915,"ENSG00000168959","GRM5_HUMAN","GLS2_SLC1A7","GRM5"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM6","GLS2_SLC1A7_GRM6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM6","O00341_Q9UI32","1:1","CellPhoneDB",NA,"O15303",NA,NA,NA,1,2,NA,NA,NA,2916,"ENSG00000113262","GRM6_HUMAN","GLS2_SLC1A7","GRM6"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM7","GLS2_SLC1A7_GRM7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM7","O00341_Q9UI32","1:1","CellPhoneDB",NA,"Q14831","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2917,"ENSG00000196277","GRM7_HUMAN","GLS2_SLC1A7","GRM7"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","GLS2_GRM8","GLS2_SLC1A7_GRM8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GLS2__SLC1A7","GRM8","O00341_Q9UI32","1:1","CellPhoneDB",NA,"O00222","2","CORUM;PDB","20826542",1,2,NA,NA,NA,2918,"ENSG00000179603","GRM8_HUMAN","GLS2_SLC1A7","GRM8"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT1_GLRA1","SHMT1_SLC6A5_GLRA1_GLRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT1__SLC6A5","GLRA1__GLRB","P34896_Q9Y345","1:1","CellPhoneDB",NA,"P23415_P48167","1:1","CORUM;CellPhoneDB","22973015",2,2,NA,NA,NA,NA,NA,NA,"SHMT1_SLC6A5","GLRA1_GLRB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT1_GLRA2","SHMT1_SLC6A5_GLRA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT1__SLC6A5","GLRA2","P34896_Q9Y345","1:1","CellPhoneDB",NA,"P23416","1","CellPhoneDB",NA,1,2,NA,NA,NA,2742,"ENSG00000101958","GLRA2_HUMAN","SHMT1_SLC6A5","GLRA2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT1_GLRA1","SHMT1_SLC6A9_GLRA1_GLRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT1__SLC6A9","GLRA1__GLRB","P34896_P48067","1:1","CellPhoneDB",NA,"P23415_P48167","1:1","CORUM;CellPhoneDB","22973015",2,2,NA,NA,NA,NA,NA,NA,"SHMT1_SLC6A9","GLRA1_GLRB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT1_GLRA2","SHMT1_SLC6A9_GLRA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT1__SLC6A9","GLRA2","P34896_P48067","1:1","CellPhoneDB",NA,"P23416","1","CellPhoneDB",NA,1,2,NA,NA,NA,2742,"ENSG00000101958","GLRA2_HUMAN","SHMT1_SLC6A9","GLRA2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT2_GLRA1","SHMT2_SLC6A5_GLRA1_GLRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT2__SLC6A5","GLRA1__GLRB","P34897_Q9Y345","1:1","CellPhoneDB",NA,"P23415_P48167","1:1","CORUM;CellPhoneDB","22973015",2,2,NA,NA,NA,NA,NA,NA,"SHMT2_SLC6A5","GLRA1_GLRB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT2_GLRA2","SHMT2_SLC6A5_GLRA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT2__SLC6A5","GLRA2","P34897_Q9Y345","1:1","CellPhoneDB",NA,"P23416","1","CellPhoneDB",NA,1,2,NA,NA,NA,2742,"ENSG00000101958","GLRA2_HUMAN","SHMT2_SLC6A5","GLRA2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT2_GLRA1","SHMT2_SLC6A9_GLRA1_GLRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT2__SLC6A9","GLRA1__GLRB","P34897_P48067","1:1","CellPhoneDB",NA,"P23415_P48167","1:1","CORUM;CellPhoneDB","22973015",2,2,NA,NA,NA,NA,NA,NA,"SHMT2_SLC6A9","GLRA1_GLRB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","SHMT2_GLRA2","SHMT2_SLC6A9_GLRA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SHMT2__SLC6A9","GLRA2","P34897_P48067","1:1","CellPhoneDB",NA,"P23416","1","CellPhoneDB",NA,1,2,NA,NA,NA,2742,"ENSG00000101958","GLRA2_HUMAN","SHMT2_SLC6A9","GLRA2"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IHH_BOC","IHH_BOC_PTCH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IHH","BOC__PTCH1","Q14623","3","PDB",NA,"Q13635_Q9BWV1","1:1","CellPhoneDB",NA,2,1,3549,"ENSG00000163501","IHH_HUMAN",NA,NA,NA,"IHH","BOC_PTCH1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IHH_CDON","IHH_CDON_PTCH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IHH","CDON__PTCH1","Q14623","3","PDB",NA,"Q13635_Q4KMG0","1:1","CellPhoneDB",NA,2,1,3549,"ENSG00000163501","IHH_HUMAN",NA,NA,NA,"IHH","CDON_PTCH1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IHH_GAS1","IHH_GAS1_PTCH1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IHH","GAS1__PTCH1","Q14623","3","PDB",NA,"P54826_Q13635","1:1","CellPhoneDB",NA,2,1,3549,"ENSG00000163501","IHH_HUMAN",NA,NA,NA,"IHH","GAS1_PTCH1"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IGF1_GPC3","IGF1_GPC3_IGF1R",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IGF1","GPC3__IGF1R","P05019","2","PDB",NA,"P08069_P51654","1:1","CellPhoneDB",NA,2,1,3479,"ENSG00000017427","IGF1_HUMAN",NA,NA,NA,"IGF1","GPC3_IGF1R"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IL15_IL15RA","IL15_IL15RA_IL2RB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL15","IL15RA__IL2RB","P40933",NA,NA,NA,"P14784_Q13261","0:0","Cellinker",NA,2,1,3600,"ENSG00000164136","IL15_HUMAN",NA,NA,NA,"IL15","IL15RA_IL2RB"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IL17F_IL17RA","IL17F_IL17RA_IL17RC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL17F","IL17RA__IL17RC","Q96PD4","4","PDB",NA,"Q8NAC3_Q96F46","1:1","CellChatDB;CellPhoneDB;Cellinker;Guide2Pharma;ICELLNET;SIGNOR","24011563",2,1,112744,"ENSG00000112116","IL17F_HUMAN",NA,NA,NA,"IL17F","IL17RA_IL17RC"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IL1RN_IL1R1","IL1RN_IL1R1_IL1RAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL1RN","IL1R1__IL1RAP","P18510","2","PDB",NA,"P14778_Q9NPH3","0:0","CellChatDB;Cellinker;Guide2Pharma;ICELLNET;KEGG-MEDICUS;SPIKE","24332029;20959797",2,1,3557,"ENSG00000136689","IL1RA_HUMAN",NA,NA,NA,"IL1RN","IL1R1_IL1RAP"
"","","","","","","","","CellphoneDB extracted","","","","","","","","","","IL1RN_IL1R2","IL1RN_IL1R2_IL1RAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IL1RN","IL1R2__IL1RAP","P18510","2","PDB",NA,"P27930_Q9NPH3","0:0","ICELLNET","24332029;20959797",2,1,3557,"ENSG00000136689","IL1RA_HUMAN",NA,NA,NA,"IL1RN","IL1R2_IL1RAP"
