"source","target","complex_interaction_OLD","source_genesymbol_OG","target_genesymbol_OG","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","source_genesymbol","source_genesymbol_subunit_1","source_genesymbol_subunit_2","source_genesymbol_subunit_3","source_genesymbol_subunit_4","source_genesymbol_subunit_5","target_genesymbol","target_genesymbol_subunit_1","target_genesymbol_subunit_2","target_genesymbol_subunit_3","target_genesymbol_subunit_4","target_genesymbol_subunit_5","complex_interaction","method","complex_interaction_rev","is_dupl_undirected"
"P02675","P06756","FGB__ITGAV","FGB","ITGAV","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","5","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGB","FGB",NA,NA,NA,NA,"ITGAV","ITGAV",NA,NA,NA,NA,"FGB__ITGAV","LIANA Ramilowski2015","ITGAV__FGB",FALSE
"P02675","P05556","FGB__ITGB1","FGB","ITGB1","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;connectomeDB2020;iTALK;talklr","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","5","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGB","FGB",NA,NA,NA,NA,"ITGB1","ITGB1",NA,NA,NA,NA,"FGB__ITGB1","LIANA consensus, LIANA Ramilowski2015","ITGB1__FGB",FALSE
"P02675","P05107","FGB__ITGB2","FGB","ITGB2","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;Reactome_LRdb;connectomeDB2020;iTALK;talklr","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","1","0","0","0","0","0","5","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","6","FGB","FGB",NA,NA,NA,NA,"ITGB2","ITGB2",NA,NA,NA,NA,"FGB__ITGB2","LIANA Ramilowski2015","ITGB2__FGB",FALSE
"P02675","P05106","FGB__ITGB3","FGB","ITGB3","","","","","CellTalkDB;Cellinker;LRdb;Reactome_LRdb","CellTalkDB:32196115;Cellinker:2018974;Cellinker:26631735","","","","","","","","","","FGB","FGB",NA,NA,NA,NA,"ITGB3","ITGB3",NA,NA,NA,NA,"FGB__ITGB3","LIANA consensus","ITGB3__FGB",FALSE
"P02675","O00206","FGB__TLR4","FGB","TLR4","","","","","CellTalkDB;LRdb;Reactome_LRdb;connectomeDB2020","CellTalkDB:32196115;connectomeDB2020:24661950","","","","","","","","","","FGB","FGB",NA,NA,NA,NA,"TLR4","TLR4",NA,NA,NA,NA,"FGB__TLR4","LIANA consensus","TLR4__FGB",FALSE
"P02671_P02675_P02679","P20702_P05107","FGA_FGB_FGG__ITGAX_ITGB2","FGA_FGB_FGG","ITGAX_ITGB2","","","","","","","","","","","","","","","","FGA_FGB_FGG","FGA","FGB","FGG",NA,NA,"ITGAX_ITGB2","ITGAX","ITGB2",NA,NA,NA,"FGA_FGB_FGG__ITGAX_ITGB2","CellphoneDB extracted","ITGAX_ITGB2__FGA_FGB_FGG",FALSE
"P02671_P02675_P02679","P11215_P05107","FGA_FGB_FGG__ITGAM_ITGB2","FGA_FGB_FGG","ITGAM_ITGB2","","","","","","","","","","","","","","","","FGA_FGB_FGG","FGA","FGB","FGG",NA,NA,"ITGAM_ITGB2","ITGAM","ITGB2",NA,NA,NA,"FGA_FGB_FGG__ITGAM_ITGB2","CellphoneDB extracted","ITGAM_ITGB2__FGA_FGB_FGG",FALSE
"P02671_P02675_P02679","P08514_P05106","FGA_FGB_FGG__ITGA2B_ITGB3","FGA_FGB_FGG","ITGA2B_ITGB3","","","","","","","","","","","","","","","","FGA_FGB_FGG","FGA","FGB","FGG",NA,NA,"ITGA2B_ITGB3","ITGA2B","ITGB3",NA,NA,NA,"FGA_FGB_FGG__ITGA2B_ITGB3","CellphoneDB extracted","ITGA2B_ITGB3__FGA_FGB_FGG",FALSE
"P02671","Q13349","FGA__ITGAD","FGA","ITGAD","","","","","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","FGA","FGA",NA,NA,NA,NA,"ITGAD","ITGAD",NA,NA,NA,NA,"FGA__ITGAD","LIANA consensus","ITGAD__FGA",FALSE
"P02671","Q03405","FGA__PLAUR","FGA","PLAUR","","","","","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","FGA","FGA",NA,NA,NA,NA,"PLAUR","PLAUR",NA,NA,NA,NA,"FGA__PLAUR","LIANA consensus","PLAUR__FGA",FALSE
"P02671","P33151","FGA__CDH5","FGA","CDH5","ligand","","receptor","","Baccin2019;CellTalkDB;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:11900554;CellTalkDB:11900554;HPRD:11900554;LRdb:11900554","1","0","0","0","0","0","4","Baccin2019:11900554;CellTalkDB:11900554;HPRD:11900554;LRdb:11900554","7","FGA","FGA",NA,NA,NA,NA,"CDH5","CDH5",NA,NA,NA,NA,"FGA__CDH5","LIANA consensus, LIANA Ramilowski2015","CDH5__FGA",FALSE
"P02671","P20702","FGA__ITGAX","FGA","ITGAX","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:4062888;Cellinker:4062888;LRdb:4062888;SIGNOR:7679388;connectomeDB2020:4062888","1","1","0","1","1","0","5","CellTalkDB:4062888;Cellinker:4062888;LRdb:4062888;SIGNOR:7679388;connectomeDB2020:4062888","9","FGA","FGA",NA,NA,NA,NA,"ITGAX","ITGAX",NA,NA,NA,NA,"FGA__ITGAX","LIANA consensus, LIANA Ramilowski2015","ITGAX__FGA",FALSE
"P02671","P11215","FGA__ITGAM","FGA","ITGAM","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","1","0","0","0","0","0","5","CellTalkDB:16601240;LRdb:16601240;Ramilowski2015:16601240;connectomeDB2020:16601240;talklr:16601240","6","FGA","FGA",NA,NA,NA,NA,"ITGAM","ITGAM",NA,NA,NA,NA,"FGA__ITGAM","LIANA consensus, LIANA Ramilowski2015","ITGAM__FGA",FALSE
"P02671","P08648","FGA__ITGA5","FGA","ITGA5","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","5","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGA","FGA",NA,NA,NA,NA,"ITGA5","ITGA5",NA,NA,NA,NA,"FGA__ITGA5","LIANA consensus, LIANA Ramilowski2015","ITGA5__FGA",FALSE
"P02671","P08514","FGA__ITGA2B","FGA","ITGA2B","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:11460491;Cellinker:11011154;Cellinker:11460491;HPRD:11460491;LRdb:11460491;connectomeDB2020:11460491","1","0","0","0","0","0","6","CellTalkDB:11460491;Cellinker:11011154;Cellinker:11460491;HPRD:11460491;LRdb:11460491;connectomeDB2020:11460491","8","FGA","FGA",NA,NA,NA,NA,"ITGA2B","ITGA2B",NA,NA,NA,NA,"FGA__ITGA2B","LIANA consensus, LIANA Ramilowski2015","ITGA2B__FGA",FALSE
"P02671","P06756","FGA__ITGAV","FGA","ITGAV","ligand","","receptor","","CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","0","0","0","0","0","5","CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","6","FGA","FGA",NA,NA,NA,NA,"ITGAV","ITGAV",NA,NA,NA,NA,"FGA__ITGAV","LIANA Ramilowski2015","ITGAV__FGA",FALSE
"P02671","P05556","FGA__ITGB1","FGA","ITGB1","ligand","","receptor","","CA1;CellTalkDB;Fantom5_LRdb;LRdb;Ramilowski2015;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CA1:7716514;CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","1","1","0","1","1","0","6","CA1:7716514;CellTalkDB:15031111;LRdb:15031111;Ramilowski2015:15031111;connectomeDB2020:15031111;talklr:15031111","8","FGA","FGA",NA,NA,NA,NA,"ITGB1","ITGB1",NA,NA,NA,NA,"FGA__ITGB1","LIANA consensus, LIANA Ramilowski2015","ITGB1__FGA",FALSE
"P02671","P05107","FGA__ITGB2","FGA","ITGB2","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellTalkDB:4062888;Cellinker:4062888;LRdb:4062888;connectomeDB2020:4062888","1","1","0","1","1","0","4","CellTalkDB:4062888;Cellinker:4062888;LRdb:4062888;connectomeDB2020:4062888","8","FGA","FGA",NA,NA,NA,NA,"ITGB2","ITGB2",NA,NA,NA,NA,"FGA__ITGB2","LIANA Ramilowski2015","ITGB2__FGA",FALSE
"P02671","P05106","FGA__ITGB3","FGA","ITGB3","ligand","","receptor","","CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Reactome_LRdb;connectomeDB2020;iTALK;talklr","CellTalkDB:11460491;Cellinker:11011154;Cellinker:11460491;HPRD:11460491;LRdb:11460491;connectomeDB2020:11460491","1","0","0","0","0","0","6","CellTalkDB:11460491;Cellinker:11011154;Cellinker:11460491;HPRD:11460491;LRdb:11460491;connectomeDB2020:11460491","8","FGA","FGA",NA,NA,NA,NA,"ITGB3","ITGB3",NA,NA,NA,NA,"FGA__ITGB3","LIANA consensus, LIANA Ramilowski2015","ITGB3__FGA",FALSE
"P02671","O00206","FGA__TLR4","FGA","TLR4","","","","","CellTalkDB;LRdb;Reactome_LRdb;connectomeDB2020","CellTalkDB:32196115;connectomeDB2020:24661950","","","","","","","","","","FGA","FGA",NA,NA,NA,NA,"TLR4","TLR4",NA,NA,NA,NA,"FGA__TLR4","LIANA consensus","TLR4__FGA",FALSE
"P02656","Q07954","APOC3__LRP1","APOC3","LRP1","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:27400128","","","","","","","","","","APOC3","APOC3",NA,NA,NA,NA,"LRP1","LRP1",NA,NA,NA,NA,"APOC3__LRP1","LIANA consensus","LRP1__APOC3",FALSE
"P02656","P98164","APOC3__LRP2","APOC3","LRP2","ligand","CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOC3","APOC3",NA,NA,NA,NA,"LRP2","LRP2",NA,NA,NA,NA,"APOC3__LRP2","LIANA consensus","LRP2__APOC3",FALSE
"P02656","P34741","APOC3__SDC2","APOC3","SDC2","ligand","CellTalkDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:27400128","","","","","","","","","","APOC3","APOC3",NA,NA,NA,NA,"SDC2","SDC2",NA,NA,NA,NA,"APOC3__SDC2","LIANA consensus","SDC2__APOC3",FALSE
"P02656","P01130","APOC3__LDLR","APOC3","LDLR","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb;Wang","CellTalkDB:27400128","","","","","","","","","","APOC3","APOC3",NA,NA,NA,NA,"LDLR","LDLR",NA,NA,NA,NA,"APOC3__LDLR","LIANA consensus","LDLR__APOC3",FALSE
"P02656","O60603","APOC3__TLR2","APOC3","TLR2","ligand","CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","APOC3","APOC3",NA,NA,NA,NA,"TLR2","TLR2",NA,NA,NA,NA,"APOC3__TLR2","LIANA consensus","TLR2__APOC3",FALSE
"P02655","Q07954","APOC2__LRP1","APOC2","LRP1","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOC2","APOC2",NA,NA,NA,NA,"LRP1","LRP1",NA,NA,NA,NA,"APOC2__LRP1","LIANA consensus","LRP1__APOC2",FALSE
"P02655","P98164","APOC2__LRP2","APOC2","LRP2","ligand","CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOC2","APOC2",NA,NA,NA,NA,"LRP2","LRP2",NA,NA,NA,NA,"APOC2__LRP2","LIANA consensus","LRP2__APOC2",FALSE
"P02655","P01130","APOC2__LDLR","APOC2","LDLR","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOC2","APOC2",NA,NA,NA,NA,"LDLR","LDLR",NA,NA,NA,NA,"APOC2__LDLR","LIANA consensus","LDLR__APOC2",FALSE
"P02654","P98155","APOC1__VLDLR","APOC1","VLDLR","","","","","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:11353333","","","","","","","","","","APOC1","APOC1",NA,NA,NA,NA,"VLDLR","VLDLR",NA,NA,NA,NA,"APOC1__VLDLR","LIANA consensus","VLDLR__APOC1",FALSE
"P02652","Q9NZC2_O43914","APOA2__TREM2_TYROBP","APOA2","TREM2_TYROBP","","","","","","","","","","","","","","","","APOA2","APOA2",NA,NA,NA,NA,"TREM2_TYROBP","TREM2","TYROBP",NA,NA,NA,"APOA2__TREM2_TYROBP","CellphoneDB extracted, CellChat extracted","TREM2_TYROBP__APOA2",FALSE
"P02652","Q07954","APOA2__LRP1","APOA2","LRP1","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOA2","APOA2",NA,NA,NA,NA,"LRP1","LRP1",NA,NA,NA,NA,"APOA2__LRP1","LIANA consensus","LRP1__APOA2",FALSE
"P02652","P98164","APOA2__LRP2","APOA2","LRP2","ligand","CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOA2","APOA2",NA,NA,NA,NA,"LRP2","LRP2",NA,NA,NA,NA,"APOA2__LRP2","LIANA consensus","LRP2__APOA2",FALSE
"P02652","P01130","APOA2__LDLR","APOA2","LDLR","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOA2","APOA2",NA,NA,NA,NA,"LDLR","LDLR",NA,NA,NA,NA,"APOA2__LDLR","LIANA consensus","LDLR__APOA2",FALSE
"P02649","Q9NZC2_O43914","APOE__TREM2_TYROBP","APOE","TREM2_TYROBP","","","","","","","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"TREM2_TYROBP","TREM2","TYROBP",NA,NA,NA,"APOE__TREM2_TYROBP","CellphoneDB extracted, CellChat extracted","TREM2_TYROBP__APOE",FALSE
"P02649","Q9NZC2","APOE__TREM2","APOE","TREM2","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","CellTalkDB;Cellinker;IntAct","CellTalkDB:27477018;Cellinker:28432014;IntAct:30341064","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"TREM2","TREM2",NA,NA,NA,NA,"APOE__TREM2","LIANA consensus","TREM2__APOE",FALSE
"P02649","Q92673","APOE__SORL1","APOE","SORL1","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:11294867;CellTalkDB:11294867;Cellinker:11294867;HPMR:11294867;HPMR:11557679;LRdb:11294867;SIGNOR:11557679;connectomeDB2020:11294867","1","1","0","1","1","0","8","Baccin2019:11294867;CellTalkDB:11294867;Cellinker:11294867;HPMR:11294867;HPMR:11557679;LRdb:11294867;SIGNOR:11557679;connectomeDB2020:11294867","12","APOE","APOE",NA,NA,NA,NA,"SORL1","SORL1",NA,NA,NA,NA,"APOE__SORL1","LIANA consensus, LIANA Ramilowski2015","SORL1__APOE",FALSE
"P02649","Q8WTV0","APOE__SCARB1","APOE","SCARB1","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:12138091;CellTalkDB:12138091;Cellinker:12138091;HPRD:12138091;LRdb:12138091;connectomeDB2020:12138091","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"SCARB1","SCARB1",NA,NA,NA,NA,"APOE__SCARB1","LIANA consensus, LIANA Ramilowski2015","SCARB1__APOE",FALSE
"P02649","Q86X29","APOE__LSR","APOE","LSR","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","CellTalkDB;Cellinker","Cellinker:7615497","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LSR","LSR",NA,NA,NA,NA,"APOE__LSR","LIANA consensus","LSR__APOE",FALSE
"P02649","Q14114","APOE__LRP8","APOE","LRP8","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","AlzPathway;Baccin2019;BioGRID;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","AlzPathway:16504486;Baccin2019:12167620;Baccin2019:12950167;BioGRID:12950167;BioGRID:8626535;CellTalkDB:12950167;Cellinker:12167620;Cellinker:12950167;HPRD:12167620;HPRD:12950167;LRdb:12167620;LRdb:12950167;connectomeDB2020:12167620;connectomeDB2020:12950167","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LRP8","LRP8",NA,NA,NA,NA,"APOE__LRP8","LIANA consensus, LIANA Ramilowski2015","LRP8__APOE",FALSE
"P02649","Q07954","APOE__LRP1","APOE","LRP1","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","AlzPathway;Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr","AlzPathway:19026743;Baccin2019:11421580;CellTalkDB:11421580;Cellinker:11421580;Cellinker:31677479;HPRD:11421580;IntAct:15182176;IntAct:20030366;LRdb:11421580;connectomeDB2020:22622580;connectomeDB2020:2779654","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LRP1","LRP1",NA,NA,NA,NA,"APOE__LRP1","LIANA consensus, LIANA Ramilowski2015","LRP1__APOE",FALSE
"P02649","P98164","APOE__LRP2","APOE","LRP2","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;STRING_talklr;connectomeDB2020;iTALK;talklr","Baccin2019:11421580;CellTalkDB:16266282;Cellinker:11421580;HPRD:11421580;LRdb:11421580;connectomeDB2020:1464627","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LRP2","LRP2",NA,NA,NA,NA,"APOE__LRP2","LIANA consensus, LIANA Ramilowski2015","LRP2__APOE",FALSE
"P02649","P98155","APOE__VLDLR","APOE","VLDLR","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","AlzPathway;Baccin2019;CellTalkDB;Cellinker;DIP;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","AlzPathway:16504486;Baccin2019:12167620;Baccin2019:12870663;CellTalkDB:12870663;Cellinker:12167620;Cellinker:12870663;DIP:19116273;HPRD:12167620;LRdb:12;LRdb:12870663;SIGNOR:11278667;connectomeDB2020:12167620;connectomeDB2020:12870663","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"VLDLR","VLDLR",NA,NA,NA,NA,"APOE__VLDLR","LIANA consensus, LIANA Ramilowski2015","VLDLR__APOE",FALSE
"P02649","P43681","APOE__CHRNA4","APOE","CHRNA4","","","","","CellTalkDB;EMBRACE;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"CHRNA4","CHRNA4",NA,NA,NA,NA,"APOE__CHRNA4","LIANA consensus","CHRNA4__APOE",FALSE
"P02649","P34741","APOE__SDC2","APOE","SDC2","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","AlzPathway;CellTalkDB","AlzPathway:9869645;CellTalkDB:15583000","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"SDC2","SDC2",NA,NA,NA,NA,"APOE__SDC2","LIANA consensus","SDC2__APOE",FALSE
"P02649","P01130","APOE__LDLR","APOE","LDLR","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;IntAct;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;Reactome_LRdb;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:11327878;Baccin2019:12036960;CellTalkDB:11327878;Cellinker:11327878;Cellinker:12036962;Cellinker:15840700;Cellinker:31677479;HPRD:12036962;IntAct:20030366;IntAct:24447298;LRdb:11327878;LRdb:12;Lit-BM-17:24447298;connectomeDB2020:11327878;connectomeDB2020:12036962","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LDLR","LDLR",NA,NA,NA,NA,"APOE__LDLR","LIANA consensus, LIANA Ramilowski2015","LDLR__APOE",FALSE
"P02649","O95477","APOE__ABCA1","APOE","ABCA1","","","","","CellTalkDB","CellTalkDB:24814386","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"ABCA1","ABCA1",NA,NA,NA,NA,"APOE__ABCA1","LIANA consensus","ABCA1__APOE",FALSE
"P02649","O75581","APOE__LRP6","APOE","LRP6","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB","CellTalkDB:22461740","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LRP6","LRP6",NA,NA,NA,NA,"APOE__LRP6","LIANA consensus","LRP6__APOE",FALSE
"P02649","O75197","APOE__LRP5","APOE","LRP5","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:9832610;CellTalkDB:9832610;HPMR:9832610","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LRP5","LRP5",NA,NA,NA,NA,"APOE__LRP5","LIANA consensus, LIANA Ramilowski2015","LRP5__APOE",FALSE
"P02649","O75096","APOE__LRP4","APOE","LRP4","ligand","connectomeDB2020;CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB","CellTalkDB:25688974","","","","","","","","","","APOE","APOE",NA,NA,NA,NA,"LRP4","LRP4",NA,NA,NA,NA,"APOE__LRP4","LIANA consensus","LRP4__APOE",FALSE
"P02647","Q9NZC2_O43914","APOA1__TREM2_TYROBP","APOA1","TREM2_TYROBP","","","","","","","","","","","","","","","","APOA1","APOA1",NA,NA,NA,NA,"TREM2_TYROBP","TREM2","TYROBP",NA,NA,NA,"APOA1__TREM2_TYROBP","CellphoneDB extracted, CellChat extracted","TREM2_TYROBP__APOA1",FALSE
"P02647","Q9BXJ7_O60494","APOA1__AMN_CUBN","APOA1","AMN_CUBN","","","","","","","","","","","","","","","","APOA1","APOA1",NA,NA,NA,NA,"AMN_CUBN","AMN","CUBN",NA,NA,NA,"APOA1__AMN_CUBN","CellphoneDB extracted, CellChat extracted","AMN_CUBN__APOA1",FALSE
"P02647","Q07954","APOA1__LRP1","APOA1","LRP1","ligand","CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOA1","APOA1",NA,NA,NA,NA,"LRP1","LRP1",NA,NA,NA,NA,"APOA1__LRP1","LIANA consensus","LRP1__APOA1",FALSE
"P02647","P98164","APOA1__LRP2","APOA1","LRP2","ligand","CellTalkDB","receptor","connectomeDB2020;CellTalkDB","CellTalkDB;LRdb;Reactome_LRdb","CellTalkDB:32196115","","","","","","","","","","APOA1","APOA1",NA,NA,NA,NA,"LRP2","LRP2",NA,NA,NA,NA,"APOA1__LRP2","LIANA consensus","LRP2__APOA1",FALSE
