"source","target","complex_interaction_OLD","source_genesymbol_OG","target_genesymbol_OG","category_intercell_source","database_intercell_source","category_intercell_target","database_intercell_target","sources","references","is_directed","is_stimulation","is_inhibition","consensus_direction","consensus_stimulation","consensus_inhibition","curation_effort","n_references","n_resources","source_genesymbol","source_genesymbol_subunit_1","source_genesymbol_subunit_2","source_genesymbol_subunit_3","source_genesymbol_subunit_4","source_genesymbol_subunit_5","target_genesymbol","target_genesymbol_subunit_1","target_genesymbol_subunit_2","target_genesymbol_subunit_3","target_genesymbol_subunit_4","target_genesymbol_subunit_5","complex_interaction","method","complex_interaction_rev","is_dupl_undirected"
"Q14563","O14786_P51805","SEMA3A__NRP1_PLXNA3","SEMA3A","NRP1_PLXNA3","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;ICELLNET","CellChatDB:27533782;CellPhoneDB:22325954;Cellinker:27533782;ICELLNET:20026901","","","","","","","","","","SEMA3A","SEMA3A",NA,NA,NA,NA,"NRP1_PLXNA3","NRP1","PLXNA3",NA,NA,NA,"SEMA3A__NRP1_PLXNA3","LIANA consensus, CellphoneDB extracted, CellChat extracted","NRP1_PLXNA3__SEMA3A",FALSE
"Q14563","O14786_O75051","SEMA3A__NRP1_PLXNA2","SEMA3A","NRP1_PLXNA2","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;HPMR_Cellinker;ICELLNET","CellChatDB:27533782;CellPhoneDB:22325954;Cellinker:10934324;Cellinker:27533782;ICELLNET:23104057","","","","","","","","","","SEMA3A","SEMA3A",NA,NA,NA,NA,"NRP1_PLXNA2","NRP1","PLXNA2",NA,NA,NA,"SEMA3A__NRP1_PLXNA2","LIANA consensus, CellphoneDB extracted, CellChat extracted","NRP1_PLXNA2__SEMA3A",FALSE
"Q14563","O14786","SEMA3A__NRP1","SEMA3A","NRP1","ligand","","receptor","","Baccin2019;CellPhoneDB;CellTalkDB;DIP;EMBRACE;Fantom5_LRdb;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:10520994;Baccin2019:15721238;Baccin2019:9331348;CellTalkDB:10520994;DIP:10498602;HPMR:10520994;HPMR:15121181;HPMR:15721238;HPMR:15814794;HPRD:10520994;HPRD:9331348;ICELLNET:29067024;LRdb:10520994;LRdb:15721238;LRdb:9331348;SIGNOR:10196546;SIGNOR:25335892;connectomeDB2020:10520994;connectomeDB2020:15721238;connectomeDB2020:9331348","1","1","1","1","1","0","20","Baccin2019:10520994;Baccin2019:15721238;Baccin2019:9331348;CellTalkDB:10520994;DIP:10498602;HPMR:10520994;HPMR:15121181;HPMR:15721238;HPMR:15814794;HPRD:10520994;HPRD:9331348;ICELLNET:29067024;LRdb:10520994;LRdb:15721238;LRdb:9331348;SIGNOR:10196546;SIGNOR:25335892;connectomeDB2020:10520994;connectomeDB2020:15721238;connectomeDB2020:9331348","15","SEMA3A","SEMA3A",NA,NA,NA,NA,"NRP1","NRP1",NA,NA,NA,NA,"SEMA3A__NRP1","LIANA Ramilowski2015, CellphoneDB extracted","NRP1__SEMA3A",FALSE
"Q14406","P16471","CSHL1__PRLR","CSHL1","PRLR","ligand","CellPhoneDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellPhoneDB;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_LRdb;Guide2Pharma_talklr;LRdb;Ramilowski2015;iTALK;scConnect;talklr","","","","","","","","","","","CSHL1","CSHL1",NA,NA,NA,NA,"PRLR","PRLR",NA,NA,NA,NA,"CSHL1__PRLR","LIANA consensus, LIANA Ramilowski2015","PRLR__CSHL1",FALSE
"Q14406","P10912","CSHL1__GHR","CSHL1","GHR","ligand","CellPhoneDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","CSHL1","CSHL1",NA,NA,NA,NA,"GHR","GHR",NA,NA,NA,NA,"CSHL1__GHR","LIANA consensus","GHR__CSHL1",FALSE
"Q14393","Q12866","GAS6__MERTK","GAS6","MERTK","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","Baccin2019;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;ICELLNET;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellChatDB:27801848;CellTalkDB:9160883;Cellinker:27801848;Cellinker:8939948;Cellinker:9160883;Guide2Pharma:8939948;HPMR:9160883;HPRD:8939948;ICELLNET:9160883;InnateDB:9160883;LRdb:894;LRdb:9160883;SIGNOR:8939948;SignaLink3:23331499;SignaLink3:8939948;connectomeDB2020:8939948;connectomeDB2020:9160883;scConnect:8939948","","","","","","","","","","GAS6","GAS6",NA,NA,NA,NA,"MERTK","MERTK",NA,NA,NA,NA,"GAS6__MERTK","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","MERTK__GAS6",FALSE
"Q14393","Q06418","GAS6__TYRO3","GAS6","TYRO3","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;BioGRID;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:7867073;Baccin2019:8621659;Baccin2019:8939948;BioGRID:8621659;BioGRID:8939948;CellChatDB:27801848;CellTalkDB:7867073;Cellinker:27801848;Cellinker:7867073;Cellinker:8621659;Cellinker:8939948;Guide2Pharma:8939948;HPMR:7867073;HPRD:8621659;HPRD:8939948;InnateDB:8939948;LRdb:7867073;LRdb:8621659;LRdb:8939948;SIGNOR:7867073;connectomeDB2020:7867073;connectomeDB2020:8621659;connectomeDB2020:8939948;scConnect:8939948","","","","","","","","","","GAS6","GAS6",NA,NA,NA,NA,"TYRO3","TYRO3",NA,NA,NA,NA,"GAS6__TYRO3","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","TYRO3__GAS6",FALSE
"Q14393","P30530","GAS6__AXL","GAS6","AXL","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;CellChatDB;CellTalkDB","Baccin2019;CellCall;CellChatDB;CellPhoneDB;CellTalkDB;Cellinker;DOMINO;EMBRACE;Fantom5_LRdb;Guide2Pharma;Guide2Pharma_CellPhoneDB;Guide2Pharma_Cellinker;Guide2Pharma_LRdb;Guide2Pharma_talklr;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;LRdb;Lit-BM-17;ProtMapper;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;SignaLink3;Sparser_ProtMapper;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:16362042;Baccin2019:7854420;Baccin2019:8621659;Baccin2019:8939948;CellChatDB:27801848;CellTalkDB:7854420;Cellinker:16362042;Cellinker:27801848;Cellinker:7854420;Cellinker:8621659;Cellinker:8939948;DOMINO:16362042;Guide2Pharma:8939948;HPMR:7854420;HPMR:8939948;HPRD:16362042;HPRD:8621659;InnateDB:12218057;InnateDB:16362042;InnateDB:7854420;InnateDB:8939948;LRdb:16362042;LRdb:7854420;LRdb:8621659;LRdb:8939948;Lit-BM-17:16362042;Lit-BM-17:8939948;ProtMapper:27829217;SIGNOR:16362042;SIGNOR:7867073;SignaLink3:16362042;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:8621659;connectomeDB2020:16362042;connectomeDB2020:7854420;connectomeDB2020:8621659;connectomeDB2020:8939948;scConnect:8939948","","","","","","","","","","GAS6","GAS6",NA,NA,NA,NA,"AXL","AXL",NA,NA,NA,NA,"GAS6__AXL","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","AXL__GAS6",FALSE
"Q14242","Q96AP7","SELPLG__ESAM","SELPLG","ESAM","","","","","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","SELPLG","SELPLG",NA,NA,NA,NA,"ESAM","ESAM",NA,NA,NA,NA,"SELPLG__ESAM","LIANA consensus","ESAM__SELPLG",FALSE
"Q14242","P16581","SELPLG__SELE","SELPLG","SELE","ligand","","receptor","","CellChatDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;talklr","CellChatDB:26124272;CellTalkDB:11402070;Cellinker:11402070;Cellinker:26124272;Cellinker:8621728;Cellinker:9128259;HPRD:8621728;HPRD:9128259;LRdb:11402070;LRdb:8621728;LRdb:9128259;SIGNOR:9024699;connectomeDB2020:11402070;connectomeDB2020:8621728;connectomeDB2020:9128259","1","1","0","1","1","0","15","CellChatDB:26124272;CellTalkDB:11402070;Cellinker:11402070;Cellinker:26124272;Cellinker:8621728;Cellinker:9128259;HPRD:8621728;HPRD:9128259;LRdb:11402070;LRdb:8621728;LRdb:9128259;SIGNOR:9024699;connectomeDB2020:11402070;connectomeDB2020:8621728;connectomeDB2020:9128259","11","SELPLG","SELPLG",NA,NA,NA,NA,"SELE","SELE",NA,NA,NA,NA,"SELPLG__SELE","LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","SELE__SELPLG",FALSE
"Q14242","P16109","SELPLG__SELP","SELPLG","SELP","ligand","","receptor","","CellChatDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;DIP;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;IntAct;LRdb;Lit-BM-17;Ramilowski2015;SIGNOR;STRING_talklr;Wang;connectomeDB2020;iTALK;scConnect;talklr","CellChatDB:19118202;CellChatDB:9829984;CellTalkDB:12393589;Cellinker:10713099;Cellinker:19118202;Cellinker:9128259;Cellinker:9129046;Cellinker:9829984;DIP:19118202;Guide2Pharma:9829984;HPMR:9129046;HPRD:10713099;HPRD:17064811;HPRD:9128259;InnateDB:11081633;IntAct:11081633;IntAct:19118202;IntAct:26627825;LRdb:10713099;LRdb:17064811;LRdb:9128259;LRdb:9129046;Lit-BM-17:10713099;Lit-BM-17:11081633;Lit-BM-17:19118202;SIGNOR:23994464;SIGNOR:9129046;connectomeDB2020:10713099;connectomeDB2020:17064811;connectomeDB2020:9128259;connectomeDB2020:9129046;scConnect:9829984","1","1","0","1","1","0","32","CellChatDB:19118202;CellChatDB:9829984;CellTalkDB:12393589;Cellinker:10713099;Cellinker:19118202;Cellinker:9128259;Cellinker:9129046;Cellinker:9829984;DIP:19118202;Guide2Pharma:9829984;HPMR:9129046;HPRD:10713099;HPRD:17064811;HPRD:9128259;InnateDB:11081633;IntAct:11081633;IntAct:19118202;IntAct:26627825;LRdb:10713099;LRdb:17064811;LRdb:9128259;LRdb:9129046;Lit-BM-17:10713099;Lit-BM-17:11081633;Lit-BM-17:19118202;SIGNOR:23994464;SIGNOR:9129046;connectomeDB2020:10713099;connectomeDB2020:17064811;connectomeDB2020:9128259;connectomeDB2020:9129046;scConnect:9829984","18","SELPLG","SELPLG",NA,NA,NA,NA,"SELP","SELP",NA,NA,NA,NA,"SELPLG__SELP","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","SELP__SELPLG",FALSE
"Q14242","P14151","SELPLG__SELL","SELPLG","SELL","ligand","","receptor","","CellChatDB;CellPhoneDB_Cellinker;CellTalkDB;Cellinker;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;STRING_talklr;connectomeDB2020;iTALK;talklr","CellChatDB:18250165;CellChatDB:8892633;CellChatDB:8896607;CellTalkDB:10725346;Cellinker:10725346;Cellinker:18250165;Cellinker:8892633;Cellinker:8896607;HPRD:10725346;LRdb:10725346;connectomeDB2020:10725346","1","0","0","0","0","0","11","CellChatDB:18250165;CellChatDB:8892633;CellChatDB:8896607;CellTalkDB:10725346;Cellinker:10725346;Cellinker:18250165;Cellinker:8892633;Cellinker:8896607;HPRD:10725346;LRdb:10725346;connectomeDB2020:10725346","9","SELPLG","SELPLG",NA,NA,NA,NA,"SELL","SELL",NA,NA,NA,NA,"SELPLG__SELL","LIANA consensus, LIANA Ramilowski2015, CellphoneDB extracted, CellChat extracted","SELL__SELPLG",FALSE
"Q14242","P11215","SELPLG__ITGAM","SELPLG","ITGAM","cell_surface_ligand","connectomeDB2020;CellChatDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:32196115","","","","","","","","","","SELPLG","SELPLG",NA,NA,NA,NA,"ITGAM","ITGAM",NA,NA,NA,NA,"SELPLG__ITGAM","LIANA consensus","ITGAM__SELPLG",FALSE
"Q14242","P05107","SELPLG__ITGB2","SELPLG","ITGB2","cell_surface_ligand","connectomeDB2020;CellChatDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellTalkDB;Fantom5_LRdb;LRdb;STRING_talklr;iTALK;talklr","CellTalkDB:22996336","","","","","","","","","","SELPLG","SELPLG",NA,NA,NA,NA,"ITGB2","ITGB2",NA,NA,NA,NA,"SELPLG__ITGB2","LIANA consensus","ITGB2__SELPLG",FALSE
"Q14242","O15389","SELPLG__SIGLEC5","SELPLG","SIGLEC5","cell_surface_ligand","connectomeDB2020;CellChatDB","receptor","connectomeDB2020","connectomeDB2020","connectomeDB2020:27892504","","","","","","","","","","SELPLG","SELPLG",NA,NA,NA,NA,"SIGLEC5","SIGLEC5",NA,NA,NA,NA,"SELPLG__SIGLEC5","LIANA consensus","SIGLEC5__SELPLG",FALSE
"Q14213_Q8NEV9","Q6UWB1_P40189","EBI3_IL27__IL27RA_IL6ST","EBI3_IL27","IL27RA_IL6ST","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;CellPhoneDB;ICELLNET","CellChatDB:25861977;ICELLNET:14764690;ICELLNET:9143707","","","","","","","","","","EBI3_IL27","EBI3","IL27",NA,NA,NA,"IL27RA_IL6ST","IL27RA","IL6ST",NA,NA,NA,"EBI3_IL27__IL27RA_IL6ST","LIANA consensus, CellphoneDB extracted, CellChat extracted","IL27RA_IL6ST__EBI3_IL27",FALSE
"Q14213_P29459","Q99665_P40189","EBI3_IL12A__IL12RB2_IL6ST","EBI3_IL12A","IL12RB2_IL6ST","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","CellPhoneDB;ICELLNET","ICELLNET:22306691;ICELLNET:25919641","","","","","","","","","","EBI3_IL12A","EBI3","IL12A",NA,NA,NA,"IL12RB2_IL6ST","IL12RB2","IL6ST",NA,NA,NA,"EBI3_IL12A__IL12RB2_IL6ST","LIANA consensus, CellphoneDB extracted","IL12RB2_IL6ST__EBI3_IL12A",FALSE
"Q14213","Q6UWB1","EBI3__IL27RA","EBI3","IL27RA","ligand","","receptor","","Baccin2019;CellTalkDB;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:12121660;CellTalkDB:12121660;HPRD:12121660;LRdb:12121660;connectomeDB2020:12121660","1","1","0","1","1","0","5","Baccin2019:12121660;CellTalkDB:12121660;HPRD:12121660;LRdb:12121660;connectomeDB2020:12121660","11","EBI3","EBI3",NA,NA,NA,NA,"IL27RA","IL27RA",NA,NA,NA,NA,"EBI3__IL27RA","LIANA Ramilowski2015","IL27RA__EBI3",FALSE
"Q14126","Q14574","DSG2__DSC3","DSG2","DSC3","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","receptor","connectomeDB2020;CellChatDB","CellChatDB;CellPhoneDB;CellPhoneDB_Cellinker;Cellinker;connectomeDB2020","CellChatDB:27298358;Cellinker:27298358;connectomeDB2020:27298358","","","","","","","","","","DSG2","DSG2",NA,NA,NA,NA,"DSC3","DSC3",NA,NA,NA,NA,"DSG2__DSC3","LIANA consensus, CellphoneDB extracted","DSC3__DSG2",TRUE
"Q14126","Q08554","DSG2__DSC1","DSG2","DSC1","cell_surface_ligand","connectomeDB2020;CellChatDB;CellPhoneDB","receptor","connectomeDB2020","CellPhoneDB;HPRD;connectomeDB2020","HPRD:9214392;connectomeDB2020:27298358","","","","","","","","","","DSG2","DSG2",NA,NA,NA,NA,"DSC1","DSC1",NA,NA,NA,NA,"DSG2__DSC1","LIANA consensus","DSC1__DSG2",TRUE
"Q14118","Q9NYQ7","DAG1__CELSR3","DAG1","CELSR3","","","","","","","","","","","","","","","","DAG1","DAG1",NA,NA,NA,NA,"CELSR3","CELSR3",NA,NA,NA,NA,"DAG1__CELSR3","CellphoneDB extracted","CELSR3__DAG1",FALSE
"Q14118","Q9HDB5","DAG1__NRXN3","DAG1","NRXN3","","","","","","","","","","","","","","","","DAG1","DAG1",NA,NA,NA,NA,"NRXN3","NRXN3",NA,NA,NA,NA,"DAG1__NRXN3","CellphoneDB extracted","NRXN3__DAG1",FALSE
"Q14116","Q9NZN1","IL18__IL1RAPL1","IL18","IL1RAPL1","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPMR;HPMR_Cellinker;HPMR_LRdb;HPMR_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:9325300;CellTalkDB:9325300;Cellinker:9325300;HPMR:11046021;HPMR:9325300;LRdb:9325300;connectomeDB2020:9325300","","","","","","","","","","IL18","IL18",NA,NA,NA,NA,"IL1RAPL1","IL1RAPL1",NA,NA,NA,NA,"IL18__IL1RAPL1","LIANA consensus, LIANA Ramilowski2015","IL1RAPL1__IL18",FALSE
"Q14116","Q9HB29","IL18__IL1RL2","IL18","IL1RL2","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellTalkDB","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;iTALK;talklr","Baccin2019:9325300;CellTalkDB:9325300;Cellinker:9325300;HPRD:9325300;LRdb:9325300","","","","","","","","","","IL18","IL18",NA,NA,NA,NA,"IL1RL2","IL1RL2",NA,NA,NA,NA,"IL18__IL1RL2","LIANA consensus, LIANA Ramilowski2015","IL1RL2__IL18",FALSE
"Q14116","Q14116_Q13478_O95256","IL18__IL18_IL18R1_IL18RAP","IL18","IL18_IL18R1_IL18RAP","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","CellPhoneDB","CellPhoneDB","","","","","","","","","","","IL18","IL18",NA,NA,NA,NA,"IL18_IL18R1_IL18RAP","IL18","IL18R1","IL18RAP",NA,NA,"IL18__IL18_IL18R1_IL18RAP","LIANA consensus","IL18_IL18R1_IL18RAP__IL18",FALSE
"Q14116","Q13478_O95256","IL18__IL18R1_IL18RAP","IL18","IL18R1_IL18RAP","ligand","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","receptor","connectomeDB2020;CellPhoneDB;ICELLNET;CellChatDB;CellTalkDB","CellChatDB;Cellinker;DLRP_Cellinker;HPMR_Cellinker;ICELLNET;KEGG-MEDICUS","Cellinker:14528293;Cellinker:9325300;Cellinker:9792649;ICELLNET:20959797;ICELLNET:24332029","","","","","","","","","","IL18","IL18",NA,NA,NA,NA,"IL18R1_IL18RAP","IL18R1","IL18RAP",NA,NA,NA,"IL18__IL18R1_IL18RAP","LIANA consensus, CellphoneDB extracted, CellChat extracted","IL18R1_IL18RAP__IL18",FALSE
"Q14116","Q13478","IL18__IL18R1","IL18","IL18R1","ligand","","receptor","","Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPMR;HPMR_LRdb;HPMR_talklr;HPRD;HPRD_LRdb;HPRD_talklr;InnateDB;Kirouac2010;LRdb;Lit-BM-17;Ramilowski2015;Ramilowski2015_Baccin2019;SIGNOR;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;scConnect;talklr","Baccin2019:9325300;CellTalkDB:9325300;HPMR:11046021;HPMR:9325300;HPRD:9325300;InnateDB:12096920;InnateDB:9325300;LRdb:9325300;Lit-BM-17:25261253;Lit-BM-17:9325300;SIGNOR:9792649;connectomeDB2020:9325300","1","1","0","1","1","0","12","Baccin2019:9325300;CellTalkDB:9325300;HPMR:11046021;HPMR:9325300;HPRD:9325300;InnateDB:12096920;InnateDB:9325300;LRdb:9325300;Lit-BM-17:25261253;Lit-BM-17:9325300;SIGNOR:9792649;connectomeDB2020:9325300","17","IL18","IL18",NA,NA,NA,NA,"IL18R1","IL18R1",NA,NA,NA,NA,"IL18__IL18R1","LIANA Ramilowski2015","IL18R1__IL18",FALSE
"Q14116","O95998","IL18__IL18BP","IL18","IL18BP","","","","","CellTalkDB;HPRD;InnateDB;LRdb;UniProt_LRdb","CellTalkDB:24115947;HPRD:11907126;InnateDB:10023777;InnateDB:10094485;InnateDB:10655506;InnateDB:11278524;InnateDB:11907126;InnateDB:12381835;InnateDB:18203261","","","","","","","","","","IL18","IL18",NA,NA,NA,NA,"IL18BP","IL18BP",NA,NA,NA,NA,"IL18__IL18BP","LIANA consensus","IL18BP__IL18",FALSE
"Q14116","O95256","IL18__IL18RAP","IL18","IL18RAP","ligand","","receptor","","Baccin2019;CellTalkDB;DLRP_talklr;EMBRACE;Fantom5_LRdb;Guide2Pharma;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;STRING_talklr;UniProt_LRdb;Wang;connectomeDB2020;iTALK;talklr","Baccin2019:9792649;CellTalkDB:9792649;HPRD:9792649;LRdb:9792649;connectomeDB2020:9792649","1","1","0","1","1","0","5","Baccin2019:9792649;CellTalkDB:9792649;HPRD:9792649;LRdb:9792649;connectomeDB2020:9792649","11","IL18","IL18",NA,NA,NA,NA,"IL18RAP","IL18RAP",NA,NA,NA,NA,"IL18__IL18RAP","LIANA Ramilowski2015","IL18RAP__IL18",FALSE
"Q14112","Q5TAT6","NID2__COL13A1","NID2","COL13A1","ligand","","receptor","","Baccin2019;CellTalkDB;Cellinker;EMBRACE;Fantom5_LRdb;HPRD;HPRD_LRdb;HPRD_talklr;LRdb;Ramilowski2015;Ramilowski2015_Baccin2019;connectomeDB2020;iTALK;talklr","Baccin2019:11956183;CellTalkDB:11956183;Cellinker:11956183;HPRD:11956183;LRdb:11956183;connectomeDB2020:11956183","1","0","0","0","0","0","6","Baccin2019:11956183;CellTalkDB:11956183;Cellinker:11956183;HPRD:11956183;LRdb:11956183;connectomeDB2020:11956183","10","NID2","NID2",NA,NA,NA,NA,"COL13A1","COL13A1",NA,NA,NA,NA,"NID2__COL13A1","LIANA Ramilowski2015","COL13A1__NID2",FALSE
"Q14055","Q9UKX5_P05556","COL9A2__ITGA11_ITGB1","COL9A2","ITGA11_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB;CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"ITGA11_ITGB1","ITGA11","ITGB1",NA,NA,NA,"COL9A2__ITGA11_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA11_ITGB1__COL9A2",FALSE
"Q14055","Q9HCN6","COL9A2__GP6","COL9A2","GP6","ecm","CellChatDB","receptor","connectomeDB2020;CellChatDB;CellTalkDB","CellChatDB","","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"GP6","GP6",NA,NA,NA,NA,"COL9A2__GP6","LIANA consensus, CellChat extracted","GP6__COL9A2",FALSE
"Q14055","Q13797_P05556","COL9A2__ITGA9_ITGB1","COL9A2","ITGA9_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"ITGA9_ITGB1","ITGA9","ITGB1",NA,NA,NA,"COL9A2__ITGA9_ITGB1","LIANA consensus, CellChat extracted","ITGA9_ITGB1__COL9A2",FALSE
"Q14055","P56199_P05556","COL9A2__ITGA1_ITGB1","COL9A2","ITGA1_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellPhoneDB;ICELLNET","ICELLNET:15147720;ICELLNET:16988024;ICELLNET:21421911;ICELLNET:26857815","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"ITGA1_ITGB1","ITGA1","ITGB1",NA,NA,NA,"COL9A2__ITGA1_ITGB1","LIANA consensus, CellphoneDB extracted, CellChat extracted","ITGA1_ITGB1__COL9A2",FALSE
"Q14055","P31431","COL9A2__SDC4","COL9A2","SDC4","","","","","","","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"SDC4","SDC4",NA,NA,NA,NA,"COL9A2__SDC4","CellChat extracted","SDC4__COL9A2",FALSE
"Q14055","P26006_P05556","COL9A2__ITGA3_ITGB1","COL9A2","ITGA3_ITGB1","ecm","CellChatDB","adhesion","CellPhoneDB","CellChatDB","","","","","","","","","","","COL9A2","COL9A2",NA,NA,NA,NA,"ITGA3_ITGB1","ITGA3","ITGB1",NA,NA,NA,"COL9A2__ITGA3_ITGB1","LIANA consensus, CellChat extracted","ITGA3_ITGB1__COL9A2",FALSE
